timeStamp,elapsed,label,success,URL,Latency,IdleTime,Connect
1557319626459,10,Get EHR - 1 User,false,http://localhost:8007/get_ehr/FISCALCODE93-patient98-whatever,10,0,0
1557319626470,10,Get EHR - 1 User,false,http://localhost:8008/get_ehr/FISCALCODE94-patient99-whatever,10,0,0
1557319626481,11,Get EHR - 1 User,false,http://localhost:8009/get_ehr/FISCALCODE95-patient100-whatever,11,0,0
1557319626492,14,Get EHR - 1 User,false,http://localhost:8000/get_ehr/RSSSTF63M05C112S-patient1-whatever,14,0,0
1557319626506,9,Get EHR - 1 User,false,http://localhost:8001/get_ehr/BNCCRL85M12C143Y-patient2-whatever,9,0,1
1557319626516,11,Get EHR - 1 User,false,http://localhost:8002/get_ehr/VRDNNA97F01S432I-patient3-whatever,10,0,0
1557319626527,10,Get EHR - 1 User,false,http://localhost:8003/get_ehr/SMNGVN96M03A111S-patient4-whatever,10,0,1
1557319626538,10,Get EHR - 1 User,false,http://localhost:8004/get_ehr/RSSALS45F11R021T-patient5-whatever,10,0,0
1557319626549,9,Get EHR - 1 User,false,http://localhost:8005/get_ehr/FISCALCODE1-patient6-whatever,9,0,0
1557319626558,9,Get EHR - 1 User,false,http://localhost:8006/get_ehr/FISCALCODE2-patient7-whatever,9,0,1
1557319626568,8,Get EHR - 1 User,false,http://localhost:8007/get_ehr/FISCALCODE3-patient8-whatever,8,0,0
1557319626577,9,Get EHR - 1 User,false,http://localhost:8008/get_ehr/FISCALCODE4-patient9-whatever,9,0,0
1557319626586,11,Get EHR - 1 User,false,http://localhost:8009/get_ehr/FISCALCODE5-patient10-whatever,11,0,0
1557319626597,11,Get EHR - 1 User,false,http://localhost:8000/get_ehr/FISCALCODE6-patient11-whatever,11,0,0
1557319626608,10,Get EHR - 1 User,false,http://localhost:8001/get_ehr/FISCALCODE7-patient12-whatever,10,0,0
1557319626619,8,Get EHR - 1 User,false,http://localhost:8002/get_ehr/FISCALCODE8-patient13-whatever,8,0,0
1557319626628,8,Get EHR - 1 User,false,http://localhost:8003/get_ehr/FISCALCODE9-patient14-whatever,8,0,0
1557319626637,9,Get EHR - 1 User,false,http://localhost:8004/get_ehr/FISCALCODE10-patient15-whatever,9,0,0
1557319626646,11,Get EHR - 1 User,false,http://localhost:8005/get_ehr/FISCALCODE11-patient16-whatever,11,0,1
1557319626657,9,Get EHR - 1 User,false,http://localhost:8006/get_ehr/FISCALCODE12-patient17-whatever,9,0,1
1557319626667,10,Get EHR - 1 User,false,http://localhost:8007/get_ehr/FISCALCODE13-patient18-whatever,10,0,0
1557319626678,15,Get EHR - 1 User,false,http://localhost:8008/get_ehr/FISCALCODE14-patient19-whatever,14,0,0
1557319626693,11,Get EHR - 1 User,false,http://localhost:8009/get_ehr/FISCALCODE15-patient20-whatever,11,0,0
1557319626705,14,Get EHR - 1 User,false,http://localhost:8000/get_ehr/FISCALCODE16-patient21-whatever,14,0,0
1557319626720,9,Get EHR - 1 User,false,http://localhost:8001/get_ehr/FISCALCODE17-patient22-whatever,9,0,0
1557319626730,12,Get EHR - 1 User,false,http://localhost:8002/get_ehr/FISCALCODE18-patient23-whatever,12,0,0
1557319626743,12,Get EHR - 1 User,false,http://localhost:8003/get_ehr/FISCALCODE19-patient24-whatever,12,0,0
1557319626756,12,Get EHR - 1 User,false,http://localhost:8004/get_ehr/FISCALCODE20-patient25-whatever,12,0,0
1557319626768,10,Get EHR - 1 User,false,http://localhost:8005/get_ehr/FISCALCODE21-patient26-whatever,10,0,1
1557319626779,10,Get EHR - 1 User,false,http://localhost:8006/get_ehr/FISCALCODE22-patient27-whatever,10,0,0
1557319626790,11,Get EHR - 1 User,false,http://localhost:8007/get_ehr/FISCALCODE23-patient28-whatever,10,0,1
1557319626801,10,Get EHR - 1 User,false,http://localhost:8008/get_ehr/FISCALCODE24-patient29-whatever,10,0,1
1557319626812,11,Get EHR - 1 User,false,http://localhost:8009/get_ehr/FISCALCODE25-patient30-whatever,11,0,0
1557319626824,8,Get EHR - 1 User,false,http://localhost:8000/get_ehr/FISCALCODE26-patient31-whatever,8,0,0
1557319626833,8,Get EHR - 1 User,false,http://localhost:8001/get_ehr/FISCALCODE27-patient32-whatever,8,0,0
1557319626842,9,Get EHR - 1 User,false,http://localhost:8002/get_ehr/FISCALCODE28-patient33-whatever,9,0,0
1557319626851,9,Get EHR - 1 User,false,http://localhost:8003/get_ehr/FISCALCODE29-patient34-whatever,9,0,0
1557319626860,9,Get EHR - 1 User,false,http://localhost:8004/get_ehr/FISCALCODE30-patient35-whatever,9,0,0
1557319626869,9,Get EHR - 1 User,false,http://localhost:8005/get_ehr/FISCALCODE31-patient36-whatever,9,0,1
1557319626879,9,Get EHR - 1 User,false,http://localhost:8006/get_ehr/FISCALCODE32-patient37-whatever,9,0,0
1557319626888,11,Get EHR - 1 User,false,http://localhost:8007/get_ehr/FISCALCODE33-patient38-whatever,11,0,1
1557319626899,9,Get EHR - 1 User,false,http://localhost:8008/get_ehr/FISCALCODE34-patient39-whatever,9,0,1
1557319626909,12,Get EHR - 1 User,false,http://localhost:8009/get_ehr/FISCALCODE35-patient40-whatever,12,0,0
1557319626922,9,Get EHR - 1 User,false,http://localhost:8000/get_ehr/FISCALCODE36-patient41-whatever,8,0,0
1557319626931,9,Get EHR - 1 User,false,http://localhost:8001/get_ehr/FISCALCODE37-patient42-whatever,9,0,0
1557319626940,9,Get EHR - 1 User,false,http://localhost:8002/get_ehr/FISCALCODE38-patient43-whatever,9,0,1
1557319626950,14,Get EHR - 1 User,false,http://localhost:8003/get_ehr/FISCALCODE39-patient44-whatever,14,0,0
1557319626964,9,Get EHR - 1 User,false,http://localhost:8004/get_ehr/FISCALCODE40-patient45-whatever,9,0,0
1557319626974,13,Get EHR - 1 User,false,http://localhost:8005/get_ehr/FISCALCODE41-patient46-whatever,13,0,0
1557319626987,9,Get EHR - 1 User,false,http://localhost:8006/get_ehr/FISCALCODE42-patient47-whatever,9,0,1
1557319626997,9,Get EHR - 1 User,false,http://localhost:8007/get_ehr/FISCALCODE43-patient48-whatever,9,0,0
1557319627006,9,Get EHR - 1 User,false,http://localhost:8008/get_ehr/FISCALCODE44-patient49-whatever,9,0,1
1557319627016,12,Get EHR - 1 User,false,http://localhost:8009/get_ehr/FISCALCODE45-patient50-whatever,12,0,0
1557319627029,9,Get EHR - 1 User,false,http://localhost:8000/get_ehr/FISCALCODE46-patient51-whatever,9,0,0
1557319627039,9,Get EHR - 1 User,false,http://localhost:8001/get_ehr/FISCALCODE47-patient52-whatever,9,0,0
1557319627048,10,Get EHR - 1 User,false,http://localhost:8002/get_ehr/FISCALCODE48-patient53-whatever,10,0,1
1557319627058,9,Get EHR - 1 User,false,http://localhost:8003/get_ehr/FISCALCODE49-patient54-whatever,9,0,1
1557319627068,9,Get EHR - 1 User,false,http://localhost:8004/get_ehr/FISCALCODE50-patient55-whatever,9,0,0
1557319627078,10,Get EHR - 1 User,false,http://localhost:8005/get_ehr/FISCALCODE51-patient56-whatever,10,0,0
1557319627089,9,Get EHR - 1 User,false,http://localhost:8006/get_ehr/FISCALCODE52-patient57-whatever,9,0,0
1557319627098,9,Get EHR - 1 User,false,http://localhost:8007/get_ehr/FISCALCODE53-patient58-whatever,9,0,1
1557319627108,11,Get EHR - 1 User,false,http://localhost:8008/get_ehr/FISCALCODE54-patient59-whatever,11,0,0
1557319627119,9,Get EHR - 1 User,false,http://localhost:8009/get_ehr/FISCALCODE55-patient60-whatever,9,0,0
1557319627128,9,Get EHR - 1 User,false,http://localhost:8000/get_ehr/FISCALCODE56-patient61-whatever,9,0,1
1557319627137,12,Get EHR - 1 User,false,http://localhost:8001/get_ehr/FISCALCODE57-patient62-whatever,12,0,1
1557319627150,10,Get EHR - 1 User,false,http://localhost:8002/get_ehr/FISCALCODE58-patient63-whatever,10,0,0
1557319627160,12,Get EHR - 1 User,false,http://localhost:8003/get_ehr/FISCALCODE59-patient64-whatever,12,0,1
1557319627172,9,Get EHR - 1 User,false,http://localhost:8004/get_ehr/FISCALCODE60-patient65-whatever,9,0,1
1557319627181,9,Get EHR - 1 User,false,http://localhost:8005/get_ehr/FISCALCODE61-patient66-whatever,9,0,1
1557319627190,9,Get EHR - 1 User,false,http://localhost:8006/get_ehr/FISCALCODE62-patient67-whatever,9,0,1
1557319627199,9,Get EHR - 1 User,false,http://localhost:8007/get_ehr/FISCALCODE63-patient68-whatever,9,0,1
1557319627209,8,Get EHR - 1 User,false,http://localhost:8008/get_ehr/FISCALCODE64-patient69-whatever,8,0,0
1557319627218,8,Get EHR - 1 User,false,http://localhost:8009/get_ehr/FISCALCODE65-patient70-whatever,8,0,0
1557319627227,10,Get EHR - 1 User,false,http://localhost:8000/get_ehr/FISCALCODE66-patient71-whatever,10,0,0
1557319627237,9,Get EHR - 1 User,false,http://localhost:8001/get_ehr/FISCALCODE67-patient72-whatever,9,0,1
1557319627247,9,Get EHR - 1 User,false,http://localhost:8002/get_ehr/FISCALCODE68-patient73-whatever,9,0,0
1557319627256,9,Get EHR - 1 User,false,http://localhost:8003/get_ehr/FISCALCODE69-patient74-whatever,9,0,1
1557319627265,10,Get EHR - 1 User,false,http://localhost:8004/get_ehr/FISCALCODE70-patient75-whatever,10,0,1
1557319627276,9,Get EHR - 1 User,false,http://localhost:8005/get_ehr/FISCALCODE71-patient76-whatever,9,0,0
1557319627285,9,Get EHR - 1 User,false,http://localhost:8006/get_ehr/FISCALCODE72-patient77-whatever,9,0,1
1557319627295,10,Get EHR - 1 User,false,http://localhost:8007/get_ehr/FISCALCODE73-patient78-whatever,9,0,0
1557319627305,13,Get EHR - 1 User,false,http://localhost:8008/get_ehr/FISCALCODE74-patient79-whatever,13,0,0
1557319627318,12,Get EHR - 1 User,false,http://localhost:8009/get_ehr/FISCALCODE75-patient80-whatever,12,0,1
1557319627330,10,Get EHR - 1 User,false,http://localhost:8000/get_ehr/FISCALCODE76-patient81-whatever,10,0,0
1557319627340,14,Get EHR - 1 User,false,http://localhost:8001/get_ehr/FISCALCODE77-patient82-whatever,14,0,0
1557319627354,12,Get EHR - 1 User,false,http://localhost:8002/get_ehr/FISCALCODE78-patient83-whatever,12,0,0
1557319627367,11,Get EHR - 1 User,false,http://localhost:8003/get_ehr/FISCALCODE79-patient84-whatever,11,0,0
1557319627379,10,Get EHR - 1 User,false,http://localhost:8004/get_ehr/FISCALCODE80-patient85-whatever,10,0,0
1557319627389,10,Get EHR - 1 User,false,http://localhost:8005/get_ehr/FISCALCODE81-patient86-whatever,10,0,1
1557319627400,10,Get EHR - 1 User,false,http://localhost:8006/get_ehr/FISCALCODE82-patient87-whatever,10,0,0
1557319627410,11,Get EHR - 1 User,false,http://localhost:8007/get_ehr/FISCALCODE83-patient88-whatever,11,0,1
1557319627421,10,Get EHR - 1 User,false,http://localhost:8008/get_ehr/FISCALCODE84-patient89-whatever,10,0,0
1557319627432,10,Get EHR - 1 User,false,http://localhost:8009/get_ehr/FISCALCODE85-patient90-whatever,10,0,0
1557319627442,9,Get EHR - 1 User,false,http://localhost:8000/get_ehr/FISCALCODE86-patient91-whatever,9,0,1
1557319627452,9,Get EHR - 1 User,false,http://localhost:8001/get_ehr/FISCALCODE87-patient92-whatever,9,0,0
1557319627462,16,Get EHR - 1 User,false,http://localhost:8002/get_ehr/FISCALCODE88-patient93-whatever,16,0,1
1557319627478,12,Get EHR - 1 User,false,http://localhost:8003/get_ehr/FISCALCODE89-patient94-whatever,12,0,1
1557319627491,13,Get EHR - 1 User,false,http://localhost:8004/get_ehr/FISCALCODE90-patient95-whatever,13,0,0
1557319627504,9,Get EHR - 1 User,false,http://localhost:8005/get_ehr/FISCALCODE91-patient96-whatever,9,0,0
1557319627514,8,Get EHR - 1 User,false,http://localhost:8006/get_ehr/FISCALCODE92-patient97-whatever,8,0,0
1557319627523,9,Get EHR - 1 User,false,http://localhost:8007/get_ehr/FISCALCODE93-patient98-whatever,9,0,0
1557319627532,9,Get EHR - 1 User,false,http://localhost:8008/get_ehr/FISCALCODE94-patient99-whatever,9,0,0
1557319627541,9,Get EHR - 1 User,false,http://localhost:8009/get_ehr/FISCALCODE95-patient100-whatever,9,0,1
1557319627551,11,Get EHR - 1 User,false,http://localhost:8000/get_ehr/RSSSTF63M05C112S-patient1-whatever,11,0,0
1557319627563,9,Get EHR - 1 User,false,http://localhost:8001/get_ehr/BNCCRL85M12C143Y-patient2-whatever,9,0,0
1557319627573,12,Get EHR - 1 User,false,http://localhost:8002/get_ehr/VRDNNA97F01S432I-patient3-whatever,12,0,0
1557319627585,9,Get EHR - 1 User,false,http://localhost:8003/get_ehr/SMNGVN96M03A111S-patient4-whatever,9,0,1
1557319627595,9,Get EHR - 1 User,false,http://localhost:8004/get_ehr/RSSALS45F11R021T-patient5-whatever,9,0,0
1557319627605,9,Get EHR - 1 User,false,http://localhost:8005/get_ehr/FISCALCODE1-patient6-whatever,9,0,0
1557319627614,10,Get EHR - 1 User,false,http://localhost:8006/get_ehr/FISCALCODE2-patient7-whatever,10,0,1
1557319627625,9,Get EHR - 1 User,false,http://localhost:8007/get_ehr/FISCALCODE3-patient8-whatever,9,0,0
1557319627634,9,Get EHR - 1 User,false,http://localhost:8008/get_ehr/FISCALCODE4-patient9-whatever,9,0,0
1557319627643,10,Get EHR - 1 User,false,http://localhost:8009/get_ehr/FISCALCODE5-patient10-whatever,10,0,1
1557319627653,10,Get EHR - 1 User,false,http://localhost:8000/get_ehr/FISCALCODE6-patient11-whatever,10,0,1
1557319627664,13,Get EHR - 1 User,false,http://localhost:8001/get_ehr/FISCALCODE7-patient12-whatever,13,0,0
1557319627678,9,Get EHR - 1 User,false,http://localhost:8002/get_ehr/FISCALCODE8-patient13-whatever,9,0,0
1557319627688,9,Get EHR - 1 User,false,http://localhost:8003/get_ehr/FISCALCODE9-patient14-whatever,9,0,0
1557319627697,9,Get EHR - 1 User,false,http://localhost:8004/get_ehr/FISCALCODE10-patient15-whatever,9,0,1
1557319627707,13,Get EHR - 1 User,false,http://localhost:8005/get_ehr/FISCALCODE11-patient16-whatever,13,0,0
1557319627720,9,Get EHR - 1 User,false,http://localhost:8006/get_ehr/FISCALCODE12-patient17-whatever,9,0,1
1557319627730,9,Get EHR - 1 User,false,http://localhost:8007/get_ehr/FISCALCODE13-patient18-whatever,9,0,0
1557319627739,8,Get EHR - 1 User,false,http://localhost:8008/get_ehr/FISCALCODE14-patient19-whatever,8,0,1
1557319627748,12,Get EHR - 1 User,false,http://localhost:8009/get_ehr/FISCALCODE15-patient20-whatever,12,0,0
1557319627761,11,Get EHR - 1 User,false,http://localhost:8000/get_ehr/FISCALCODE16-patient21-whatever,11,0,0
1557319627772,12,Get EHR - 1 User,false,http://localhost:8001/get_ehr/FISCALCODE17-patient22-whatever,11,0,1
1557319627784,11,Get EHR - 1 User,false,http://localhost:8002/get_ehr/FISCALCODE18-patient23-whatever,11,0,0
1557319627796,10,Get EHR - 1 User,false,http://localhost:8003/get_ehr/FISCALCODE19-patient24-whatever,10,0,0
1557319627807,17,Get EHR - 1 User,false,http://localhost:8004/get_ehr/FISCALCODE20-patient25-whatever,17,0,0
1557319627824,11,Get EHR - 1 User,false,http://localhost:8005/get_ehr/FISCALCODE21-patient26-whatever,11,0,0
1557319627836,11,Get EHR - 1 User,false,http://localhost:8006/get_ehr/FISCALCODE22-patient27-whatever,11,0,0
1557319627847,11,Get EHR - 1 User,false,http://localhost:8007/get_ehr/FISCALCODE23-patient28-whatever,11,0,1
1557319627858,11,Get EHR - 1 User,false,http://localhost:8008/get_ehr/FISCALCODE24-patient29-whatever,11,0,1
1557319627870,14,Get EHR - 1 User,false,http://localhost:8009/get_ehr/FISCALCODE25-patient30-whatever,14,0,0
1557319627884,9,Get EHR - 1 User,false,http://localhost:8000/get_ehr/FISCALCODE26-patient31-whatever,9,0,1
1557319627894,8,Get EHR - 1 User,false,http://localhost:8001/get_ehr/FISCALCODE27-patient32-whatever,8,0,0
1557319627902,9,Get EHR - 1 User,false,http://localhost:8002/get_ehr/FISCALCODE28-patient33-whatever,9,0,1
1557319627911,9,Get EHR - 1 User,false,http://localhost:8003/get_ehr/FISCALCODE29-patient34-whatever,9,0,1
1557319627921,8,Get EHR - 1 User,false,http://localhost:8004/get_ehr/FISCALCODE30-patient35-whatever,8,0,0
